location,BHK,total_sqft,bath,price
Uruli Devachi,3,2050,3,135
Vadgaon Budruk,2,1335,2,95
Wadgaon Sheri,2,2100,1,200
Viman Nagar,3,1255,3,77.68
Vishrant Wadi,2,1140,2,59
Wagholi,3,2376,3,240
Wakadewadi,1,663,1,46
Warje,3,1450,3,60.9
Yerawada,3,1400,3,66
Alandi Road,2,1339,2,53.56
Ambegaon Budruk,3,1220,2,35.23
Aundh,2,1305,2,52
Aundh Road,3,1740,3,80
Balaji Nagar,2,680,1,21
Baner,2,1154,2,47
Baner road,2,1200,2,40
Bhandarkar Road,2,1155,2,54.5
Bhavani Peth,3,1525,2,63
Bopodi,4,2470,5,192
Budhwar Peth,2,1100,2,60
Bund Garden Road,2,1250,2,65
Camp,2,1400,2,70
Chandan Nagar,3,1600,3,100
Dapodi,2,1060,2,55
Deccan Gymkhana,2,1272,2,50
Dehu Road,2,1296,2,105
Dhayari Phata,3,1945,3,115
Dhole Patil Road,3,1033,2,30.47
Erandwane,3,2300,2,69
Fatima Nagar,2,1235,2,52.76
Ganesh Peth,2,850,2,42.5
Ganeshkhind,3,1880,3,110
Ghorpadi,2,1060,2,52
Gokhale Nagar,3,2041,3,138
Guruwar peth,2,1037,2,36.28
Hadapsar,2,1150,2,39
Hadapsar Industrial Estate,2,1184,2,62
Hingne Khurd,3,1680,3,126
Jangali Maharaj Road,3,1411,3,100
Kalyani Nagar,5,900,5,55
Karve Nagar,2,900,2,41
Kasba Peth,3,1702,3,120
Katraj,2,1185,2,45
Khadaki,3,1300,3,64
Khadki,3,1545,3,65
Kharadi,3,1515,2,135
Kondhwa,3,1300,3,55
Kondhwa Budruk,2,1107,2,57
Kondhwa Khurd,3,1720,3,106
Koregaon Park,3,1540,3,150
Kothrud,2,1000,2,44.5
Law College Road,1,710,1,40.42
Laxmi Road,2,1100,2,38
Mangalwar peth,2,1250,2,48
Manik Bagh,5,2400,4,130
Market yard,3,1584.01,3,104
Mukund Nagar,4,1200,6,60
Mundhawa,3,1485,2,70
Nagar Road,3,1100,2,78
Nana Peth,2,1245,2,59
Narayan Peth,4,1880,4,154
Navi Peth,2,1050,2,45
Parvati Darshan,3,1640,3,105
Pashan,2,1165,2,65
Paud Road,2,1110,2,43
Rasta Peth,4,600,4,65
Raviwar Peth,2,1300,2,75
Sadashiv Peth,2,1200,1,42
Sahakar Nagar,2,1500,2,12.75
Salunke Vihar,2,1232,2,69.61
Sasson Road,3,1704,3,94.36
Satara Road,3,1275,2,88
Senapati Bapat Road,3,1222,2,68
Shaniwar Peth,2,1155,2,39
Shivaji Nagar,2,1000,2,29.95
Shukrawar Peth,2,1200,2,45
Sinhagad Road,3,1517,3,71.28
Somwar Peth,2,1166,2,37.29
Swargate,2,870,2,24
Wadgaon Sheri,3,1345,3,58
Viman Nagar,3,900,3,75
Wagholi,3,971,2,38
Wakadewadi,2,1255,2,52.32
Wanowrie,2,1810,2,65
Warje,2,1300,2,58
Yerawada,2,1185,2,45
Alandi Road,2,1350,2,68
Ambegaon Budruk,3,1590,3,76.16
Aundh,4,1560,3,149
Aundh Road,3,1650,3,126
Balaji Nagar,3,1645,3,87
Baner,3,1748,3,103
Baner road,3,1200,3,67.77
Bhandarkar Road,2,1170,2,50
Bibvewadi,3,1320,2,65
Bopodi,3,1610,3,84.53
Budhwar Peth,3,1870,3,180
Bund Garden Road,3,1510,2,110
Chandan Nagar,3,1305,2,45.68
Dapodi,3,1500,2,70
Dehu Road,4,1948,4,129
Dhankawadi,3,1448,3,70
Dhayari Phata,2,1242,2,78
Dhole Patil Road,2,1268,2,58
Erandwane,2,1101,2,50
Fatima Nagar,2,1255,2,65
Fergusson College Road,3,1362,3,62.63
Ganeshkhind,2,1089,2,32.67
Ghorpadi,3,1345,2,57
Gultekdi,4,1650,2,140
Guruwar peth,2,950,2,45
Hadapsar,2,1068,2,43
Hadapsar Industrial Estate,2,860,1,31
Jangali Maharaj Road,3,1756,3,66.73
Kalyani Nagar,2,1205,2,41
Karve Road,3,1800,3,125
Katraj,3,1604,3,68
Khadki,2,1015,2,25.88
Kharadi,3,1200,2,42
Kondhwa,2,1010,2,38
Kondhwa Khurd,2,1010,2,41
Koregaon Park,2,1050,2,33.1
Kothrud,3,1710,3,85
Law College Road,3,1248.52,3,115
Laxmi Road,1,410,1,10
Lulla Nagar,3,1656,2,62.93
Mahatma Gandhi Road,3,1451,3,68
Manik Bagh,2,1250,2,93
Mukund Nagar,3,1340,2,42
Mundhawa,2,1100,2,38.5
Nana Peth,3,1700,3,71
Narayangaon,2,1096,2,43
Navi Peth,2,1160,2,33.5
Padmavati,3,1936,3,139
Parvati Darshan,3,1269,2,63
Paud Road,3,1586,3,125
Pirangut,2,1376,2,124
Prabhat Road,3,1452,3,56.5
Pune Railway Station,3,1538,3,107
Rasta Peth,3,1427,2,130
Raviwar Peth,2,935,2,40
Sadashiv Peth,2,1220,2,65
Sahakar Nagar,2,1197,2,77
Salunke Vihar,2,674,1,19.9
Sasson Road,1,410,1,15
Satara Road,3,1573,3,90
Senapati Bapat Road,2,1135,2,58
Shaniwar Peth,3,1400,2,40.43
Shivaji Nagar,1,1200,1,65
Shukrawar Peth,3,1800,3,95
Sinhagad Road,3,2045,3,108
Somwar Peth,2,1268,2,56
Swargate,2,883,2,39
Tilak Road,3,1600,3,100
Uruli Devachi,2,1056,2,70
Vadgaon Budruk,10,1200,11,105
Viman Nagar,2,1204,2,58
Vishrant Wadi,3,1410,2,54
Wagholi,2,1460,2,80.3
Wakadewadi,2,1100,2,41.18
Wanowrie,2,1310,2,88
Warje,3,1600,3,90
Yerawada,2,1250,2,55
Alandi Road,3,1665,3,74.93
Ambegaon Budruk,3,1345,2,57
Aundh,2,1416,2,67
Aundh Road,2,1145,2,46
Baner,3,1231,3,58
Baner road,3,1664,3,73.95
Bhandarkar Road,3,2000,3,76
Bhavani Peth,2,972,2,43
Bopodi,2,1185,2,47.39
Budhwar Peth,3,1750,3,81
Camp,2,1007,2,68
Dapodi,2,1250,2,85
Deccan Gymkhana,2,1200,2,54
Dehu Road,2,994,2,42.28
Dhankawadi,2,1150,2,40
Dhayari Phata,2,1220,2,46
Dhole Patil Road,2,1441,2,115
Erandwane,2,1157,2,47.32
Fergusson College Road,2,1400,2,105
Ganesh Peth,3,1370.07,3,65
Ganeshkhind,5,1200,4,130
Ghorpade Peth,2,900,2,40
Ghorpadi,1,418,1,17
Gokhale Nagar,3,1200,3,80
Gultekdi,2,1200,2,43
Guruwar peth,2,1062,2,42.48
Hadapsar,2,1120,2,51
Hadapsar Industrial Estate,2,1012,2,44
Kalyani Nagar,2,675,2,13.5
Karve Nagar,2,1430,2,78
Karve Road,3,1195,2,56
Katraj,3,1075,2,42
Khadaki,3,1570,3,75.99
Khadki,6,782,4,85
Kharadi,2,1011,2,59
Kondhwa,3,1450,2,102
Kondhwa Budruk,2,1129,2,69
Kondhwa Khurd,2,1126,2,36
Koregaon Park,3,1200,3,110
Kothrud,3,1180,2,45
Laxmi Road,4,940,4,45
Lulla Nagar,3,1933,3,140
Mahatma Gandhi Road,2,1082,2,64
Mangalwar peth,8,2400,8,250
Manik Bagh,1,610,1,28
Market yard,4,1560,4,160
Model colony,3,1300,3,77.99
Mundhawa,2,1125,2,46
Nagar Road,6,2400,7,107
Nana Peth,2,777.4,2,25
Narayan Peth,4,2500,3,65
Narayangaon,3,1798,3,150
Navi Peth,3,1864,3,120
Padmavati,2,1115,2,51.91
Parvati Darshan,1,400,1,25
Pashan,2,1200,2,70
Paud Road,2,992,2,24.8
Pirangut,2,950,2,57
Pune Railway Station,2,1200,2,62
Rasta Peth,3,1735,3,70
Raviwar Peth,3,1750,3,172
Sadashiv Peth,2,1009,2,56
Sahakar Nagar,3,1470,2,102
Salunke Vihar,3,1527,3,115
Sasson Road,2,985,2,45
Senapati Bapat Road,2,1277,2,77
Shaniwar Peth,2,1100,2,62
Shivaji Nagar,3,1820,3,140
Shukrawar Peth,4,1530,3,87
Sinhagad Road,3,1886,3,205
Swargate,3,1880,4,110
Tilak Road,2,1255,2,52.35
Uruli Devachi,2,700,2,36
Vadgaon Budruk,2,1140,2,46
Wadgaon Sheri,2,1025,2,29.6
Vishrant Wadi,3,1490,2,59.6
Wakadewadi,3,1850,3,140
Wanowrie,2,1250,2,78
Warje,4,2400,3,108
Alandi Road,2,1244,2,88
Anandnagar,2,1025,2,28.57
Aundh,2,1034,2,38
Aundh Road,3,1191,2,33.34
Balaji Nagar,3,1719,3,71
Baner,2,1035,2,39.33
Bhandarkar Road,3,1470,2,84.22
Bhavani Peth,2,1140,2,50.66
Bibvewadi,3,1752.12,3,125
Camp,3,1660,3,85
Chandan Nagar,3,1275,3,63.43
Dapodi,3,1365,3,52.81
Deccan Gymkhana,3,1200,2,90
Dhankawadi,3,1392,3,69.46
Dhayari Phata,2,1245,2,59.76
Dhole Patil Road,5,1200,3,65
Erandwane,2,1162,2,64.08
Fatima Nagar,3,1476,2,73
Fergusson College Road,1,700,1,21.5
Ganeshkhind,2,943,2,48
Ghorpadi,2,1113,2,44.5
Gokhale Nagar,3,1615,3,69.43
Gultekdi,2,1279,2,100
Guruwar peth,2,1256,2,60
Hadapsar Industrial Estate,3,1350,3,65
Hingne Khurd,3,1525,3,68.63
Jangali Maharaj Road,2,1357,2,123
Kalyani Nagar,3,1645,3,117
Karve Nagar,3,1777.26,3,92
Karve Road,2,845,2,32
Kasba Peth,2,900,2,25
Katraj,2,1210,2,64.15
Khadaki,2,829,2,22.8
Khadki,3,1879,3,155
Kharadi,3,1250,2,50
Kondhwa,4,1200,2,35
Kondhwa Budruk,3,1108,2,60
Kondhwa Khurd,3,1401,3,69
Koregaon Park,3,1157,2,75
Kothrud,2,1185,2,42.66
Law College Road,3,1751,3,115
Lulla Nagar,3,1880,3,96.5
Mahatma Gandhi Road,3,1322.5,3,40.985
Mangalwar peth,2,1175,2,38
Manik Bagh,2,1407,2,98.49
Market yard,2,1000,2,50
Model colony,3,1518,3,75
Mundhawa,2,1027,2,67
Nana Peth,2,1145,2,46
Narayan Peth,2,1260,2,113
Narayangaon,3,1500,2,47.25
Navi Peth,3,1737,2,57.32
Parvati Darshan,3,1600,4,120
Pashan,3,1500,3,135
Paud Road,2,1120,2,60
Prabhat Road,2,1030,2,46.5
Pune Railway Station,6,2500,6,88
Rasta Peth,2,1057,2,35
Sadashiv Peth,2,1460,2,38.5
Sahakar Nagar,2,1075,2,53.7
Salunke Vihar,3,1080,2,60
Senapati Bapat Road,2,1139.7,2,45
Shaniwar Peth,2,1074,2,42.8
Shivaji Nagar,2,1200,2,46.13
Shukrawar Peth,4,2425,5,175
Sinhagad Road,2,1323,2,74
Somwar Peth,2,1232,2,69.61
Swargate,2,900,2,40
Tilak Road,1,740,1,23.65
Uruli Devachi,3,1920,3,134
Wadgaon Sheri,3,1550,3,96
Viman Nagar,3,1588,2,90
Vishrant Wadi,3,2300,4,240
Wakadewadi,2,1308,2,86
Wanowrie,3,1340,2,54.27
Alandi Road,3,1719,3,135
Ambegaon Budruk,2,1107.83,2,41.51
Anandnagar,2,1200,2,45.84
Aundh,1,1090,2,31.48
Balaji Nagar,3,1660,3,104
Baner,2,1247,2,58.56
Baner road,3,1595,3,96
Bhandarkar Road,2,1175,2,50
Bibvewadi,2,1184,2,78
Bopodi,2,1100,2,55
Budhwar Peth,2,935,2,78
Bund Garden Road,2,1200,2,60
Chandan Nagar,2,1000,2,45
Dapodi,2,1000,2,52
Deccan Gymkhana,3,1705,3,85
Dehu Road,3,1060,2,58.3
Dhankawadi,4,2325,4,120
Dhayari Phata,3,1347,2,55
Erandwane,2,1402,2,95
Fatima Nagar,3,2280,4,125
Fergusson College Road,2,1225,2,71.05
Ganesh Peth,2,1080,2,53
Ghorpadi,2,1100,2,42.6
Gokhale Nagar,4,2500,4,225
Gultekdi,2,1200,2,78
Guruwar peth,3,1565,2,57.91
Hadapsar,2,1200,3,78
Hadapsar Industrial Estate,3,1581,3,76
Jangali Maharaj Road,5,1440,5,97
Karve Road,2,985,2,38.92
Kasba Peth,2,950,2,35
Katraj,2,1339,2,55
Khadaki,3,1449,3,72
Kharadi,2,1100,2,38.68
Kondhwa,2,1003.5,2,28.095
Kondhwa Khurd,2,1100,2,55
Koregaon Park,2,1140,2,32.92
Laxmi Road,2,800,1,30
Lulla Nagar,5,2000,4,65
Mangalwar peth,2,1300,2,95
Manik Bagh,2,1220,2,60
Market yard,3,2289,3,178
Model colony,2,1170,2,56
Mukund Nagar,2,1350,2,89.5
Mundhawa,2,883,2,45
Nagar Road,3,1698,3,125
Nana Peth,4,2187.5,4,105
Narayan Peth,2,1060,2,58.5
Narayangaon,2,1185,2,75
Navi Peth,3,2051,3,180
Padmavati,2,1404,2,72
Parvati Darshan,2,1252,2,67
Pashan,3,1885,3,125
Pirangut,2,980,2,42
Pune Railway Station,3,1420,3,66
Raviwar Peth,3,2312,3,156
Sahakar Nagar,2,1175,2,70
Salunke Vihar,2,1145,2,51
Sasson Road,2,970,2,52.5
Satara Road,2,1125,2,32.49
Senapati Bapat Road,3,1639.5,3,92.63
Shukrawar Peth,3,1635,3,57
Swargate,1,1200,2,66
Tilak Road,3,1335,2,73.43
Vadgaon Budruk,2,1166,2,64.08
Viman Nagar,3,1460,2,90
Vishrant Wadi,3,1690,3,50
Wagholi,4,1386,3,93
Wakadewadi,2,1090,2,32
Wanowrie,3,1732,3,85.73
Warje,2,1390,2,72
Yerawada,2,1095,2,85.41
Alandi Road,1,416,1,17.19
Ambegaon Budruk,3,2400,2,50
Anandnagar,3,1350,2,85
Aundh,3,1453,2,73
Aundh Road,2,1226,2,65
Baner,3,1168,2,68
Baner road,3,1776,3,124
Bhandarkar Road,3,1634,3,68
Bhavani Peth,2,860,2,56
Bopodi,3,1650,3,95
Budhwar Peth,2,1190,2,70
Bund Garden Road,2,1133,2,33.99
Camp,3,1559,3,62
Chandan Nagar,3,1448,4,118
Deccan Gymkhana,2,976,2,50
Dhankawadi,3,1590,2,54
Dhole Patil Road,3,1633,3,110
Erandwane,2,1151,2,46
Fatima Nagar,3,1400,2,42
Fergusson College Road,2,1037,2,36
Ganesh Peth,2,1188,2,36
Ganeshkhind,2,1060,2,52
Ghorpade Peth,3,2215,4,162
Ghorpadi,2,1255,2,54.5
Gultekdi,2,1075,2,53.7
Hadapsar,2,900,2,27
Hadapsar Industrial Estate,2,1183,2,79.54
Hingne Khurd,2,1100,2,44
Jangali Maharaj Road,3,1643,2,70
Kalyani Nagar,3,1500,2,120
Karve Nagar,2,1291,2,75
Karve Road,3,1150,3,80
Kasba Peth,2,1060,2,55
Katraj,3,1575,2,110
Khadki,4,1700,3,55
Kharadi,2,1236,2,58
Kondhwa,3,1350,2,39
Kothrud,2,1200,2,34.66
Law College Road,4,1200,4,75
Laxmi Road,2,1225,2,56
Lulla Nagar,2,1056,2,75
Mahatma Gandhi Road,3,1240,2,42.85
Mangalwar peth,3,1200,3,74.52
Manik Bagh,3,1850,3,110
Model colony,1,1200,1,39.82
Nagar Road,3,1185,2,30.22
Nana Peth,2,918,2,56
Narayan Peth,3,1330,2,68
Narayangaon,3,1540,2,70
Navi Peth,2,1200,2,80
Padmavati,2,927,2,37
Pashan,3,1400,2,78
Paud Road,2,1345,2,106
Prabhat Road,2,1510,2,80
Pune Railway Station,2,302,2,25
Rasta Peth,1,525,2,27
Raviwar Peth,3,1500,3,61.52
Sadashiv Peth,1,827.5,1,42.535
Sahakar Nagar,3,1100,2,72
Salunke Vihar,3,1200,3,68
Sasson Road,3,1100,3,53
Satara Road,4,2282,4,115
Senapati Bapat Road,2,760,2,37.49
Shaniwar Peth,3,2172,3,100
Somwar Peth,3,1242,3,51
Tilak Road,3,1245,2,43.58
Uruli Devachi,2,1088,2,44
Vadgaon Budruk,2,1200,2,46
Wadgaon Sheri,3,1995,3,100
Viman Nagar,2,1309,2,82
Wagholi,3,2100,3,200
Wakadewadi,2,880,1,90
Wanowrie,6,1200,6,95
Warje,3,1250,3,42
Alandi Road,2,1041,2,54
Ambegaon Budruk,3,1505,2,60
Anandnagar,3,1776,3,150
Aundh,3,1767,3,89
Aundh Road,2,1293,2,80
Balaji Nagar,2,1320,2,50
Baner,2,1280,2,68.48
Baner road,2,1245,2,83.05
Bhandarkar Road,2,1027,1,44
Bhavani Peth,2,1200,2,46.17
Bibvewadi,3,1100,3,58
Bopodi,3,1065,3,72
Budhwar Peth,3,1814,3,129
Bund Garden Road,3,1610,2,112
Camp,1,850,1,78
Chandan Nagar,3,1600,3,79
Deccan Gymkhana,3,1250,2,77.13
Dehu Road,2,1243,2,46
Dhankawadi,3,1452,3,60.98
Dhayari Phata,3,1475,3,75
Dhole Patil Road,2,1353,2,75
Erandwane,4,2100,3,210
Fatima Nagar,3,1750,3,58
Ganesh Peth,2,1270,2,96
Gokhale Nagar,3,1330,3,65
Gultekdi,2,660,1,18
Guruwar peth,2,1400,2,90
Hadapsar Industrial Estate,3,1700,3,75
Hingne Khurd,2,1585,2,90
Jangali Maharaj Road,3,1385,3,67
Kalyani Nagar,2,1128,2,67
Kasba Peth,2,1203,2,60
Katraj,2,905,2,35
Khadaki,3,1450,3,79
Khadki,2,1105,2,38
Kharadi,2,1200,2,46.13
Kondhwa,3,1530,2,89
Kondhwa Budruk,2,1105,2,35.4
Kondhwa Khurd,2,1333,2,78.56
Koregaon Park,2,1065,2,45
Kothrud,2,1350,2,8.44
Law College Road,2,1243,2,46
Laxmi Road,3,1530,3,76.34
Lulla Nagar,2,1200,2,65
Mahatma Gandhi Road,2,1270,2,94
Mangalwar peth,3,1830,3,89
Manik Bagh,2,900,2,35
Market yard,4,2400,2,250
Mukund Nagar,3,1450,2,78
Mundhawa,3,1525,3,65
Nagar Road,2,1080,2,67
Nana Peth,2,1220,2,72
Narayan Peth,2,1200,2,44.4
Narayangaon,2,1355,2,73.17
Padmavati,2,1500,2,60
Parvati Darshan,2,1355,2,95
Pashan,2,1070,2,57
Paud Road,3,1980,4,180
Pirangut,2,842,2,30
Prabhat Road,1,700,1,31.2
Pune Railway Station,3,2500,4,65
Rasta Peth,3,1884,3,95
Raviwar Peth,2,1100,2,75
Sadashiv Peth,2,1196,2,40.54
Sahakar Nagar,3,1820,3,85
Sasson Road,2,1185,2,43.5
Satara Road,3,2145,3,170
Senapati Bapat Road,2,1220,2,89
Shaniwar Peth,2,1116,2,51.91
Shivaji Nagar,2,1192,2,75
Shukrawar Peth,3,1449,3,110
Sinhagad Road,3,2500,3,250
Somwar Peth,3,1700,3,90
Swargate,3,1920,3,150
Tilak Road,2,1350,2,90
Vadgaon Budruk,3,1700,3,74
Wadgaon Sheri,2,1447,3,76
Viman Nagar,2,1329,2,107
Vishrant Wadi,3,1314,2,70.44
Wagholi,3,1200,3,110
Wanowrie,3,1513,3,103
Warje,3,1276,2,80
Yerawada,2,1246,2,67.5
Alandi Road,1,705,1,65
Ambegaon Budruk,2,1220,2,62
Anandnagar,3,1800,2,45
Aundh,3,1400,3,75
Aundh Road,2,1245,2,80
Balaji Nagar,3,1495,2,63
Baner road,2,996,2,36.5
Bhandarkar Road,2,1000,2,44
Bhavani Peth,2,1250,2,75
Bibvewadi,2,975,2,24.86
Bopodi,3,1261,2,80
Budhwar Peth,2,1080,2,46
Bund Garden Road,2,1230,2,50
Camp,2,982,2,25.53
Chandan Nagar,3,1260,3,49.36
Dapodi,3,1590,2,135
Deccan Gymkhana,2,1220,2,39
Dehu Road,3,1320,2,38.12
Dhankawadi,3,1750,3,105
Dhayari Phata,3,1436,2,62.15
Dhole Patil Road,3,1200,2,66
Erandwane,2,1500,2,140
Fatima Nagar,3,1560,3,90
Ganesh Peth,2,1275,2,59
Ganeshkhind,2,1040,2,36.4
Ghorpade Peth,3,2400,3,115
Gultekdi,3,1960,3,165
Hadapsar,2,1195,2,100
Hadapsar Industrial Estate,2,1195,2,53.105
Karve Nagar,1,648,1,40
Karve Road,3,2100,3,130
Katraj,2,1027,2,44
Khadki,3,1365,3,52.82
Kharadi,1,650,1,18
Kondhwa,3,1200,2,52
Kondhwa Budruk,2,1100,2,90
Kondhwa Khurd,3,1075,2,57
Koregaon Park,2,1100,2,63
Kothrud,3,1320,2,58
Law College Road,3,1500,3,65
Mahatma Gandhi Road,2,1246,2,67.5
Mangalwar peth,3,1718,3,90.2
Manik Bagh,3,1075,2,32
Market yard,3,1480,3,75.48
Model colony,1,500,1,13
Mundhawa,4,1200,4,125
Nagar Road,2,1041,2,36.44
Nana Peth,2,1128,2,48.4
Narayan Peth,3,1685,3,90
Narayangaon,2,1180,2,65
Navi Peth,2,1200,2,60
Padmavati,3,1250,3,39.5
Parvati Darshan,2,900,2,41
Pashan,2,1000,2,45
Prabhat Road,2,1404,2,70
Pune Railway Station,3,1610,2,115
Rasta Peth,2,1760,2,85
Raviwar Peth,2,975,2,55
Sadashiv Peth,2,1190,2,42
Sahakar Nagar,2,1110,2,46
Sasson Road,2,1235,2,44.5
Satara Road,2,1275,2,55
Senapati Bapat Road,2,1115,2,115
Shaniwar Peth,2,1197,2,76
Shivaji Nagar,1,644,1,32
Shukrawar Peth,2,1251,2,47
Sinhagad Road,2,1105,2,30
Somwar Peth,2,1080,2,38
Swargate,4,2100,3,114
Uruli Devachi,3,1731,3,64.11
Vadgaon Budruk,2,1206,2,55
Wadgaon Sheri,3,1560,3,78
Viman Nagar,1,750,1,47
Vishrant Wadi,2,1035,2,90
Wakadewadi,1,702,1,35.8
Wanowrie,3,1700,3,65
Warje,2,1145,2,68.5
Yerawada,3,1208,2,43.5
Alandi Road,3,1589,3,74
Ambegaon Budruk,2,560,2,22
Anandnagar,3,1426,2,61.5
Aundh,3,1885,3,135
Aundh Road,2,935,2,37.77
Balaji Nagar,2,1171,2,73
Baner,2,1465,2,60
Baner road,3,1820,3,95
Bhandarkar Road,3,1580,2,66.85
Bhavani Peth,3,1452,2,46.29
Bibvewadi,3,1445,2,89.56
Bopodi,2,1170,2,39
Budhwar Peth,2,1070,2,50
Bund Garden Road,3,1100,3,53
Camp,2,1140,2,56
Dapodi,3,1532,3,59.75
Deccan Gymkhana,2,1150,2,46
Dehu Road,2,1473,2,85
Dhankawadi,3,1350,3,80.99
Dhole Patil Road,3,1980,4,166
Erandwane,3,1660,3,128
Fatima Nagar,7,2456,7,85
Fergusson College Road,2,650,2,45
Ghorpade Peth,3,1495,3,90
Ghorpadi,2,1080,2,48
Gokhale Nagar,3,1521,2,57.5
Gultekdi,2,1053,2,51
Hadapsar Industrial Estate,2,1050,2,42
Hingne Khurd,3,1430,2,51.48
Jangali Maharaj Road,3,2400,3,12
Kalyani Nagar,3,1250,3,39
Karve Nagar,4,1200,2,75
Kasba Peth,2,1000,2,39.5
Katraj,3,1630,3,68
Khadaki,2,985,2,40.5
Khadki,2,1200,2,70
Kharadi,3,1650,3,100
Kondhwa,3,1670,3,59
Kondhwa Khurd,4,1240,4,110
Koregaon Park,2,1000,2,60
Kothrud,2,830,2,26
Law College Road,3,1200,3,56.1
Lulla Nagar,4,2500,6,122.5
Mahatma Gandhi Road,2,1140,2,43
Mangalwar peth,3,1635,3,85
Manik Bagh,2,1120,2,70
Model colony,3,1760,3,185
Mukund Nagar,3,2137,3,110
Mundhawa,2,973,2,50.74
Nagar Road,3,1724,3,146
Nana Peth,2,1020,2,40.79
Narayangaon,1,750,1,35
Navi Peth,2,883,2,49
Pashan,3,1470,2,60
Paud Road,2,891,2,24.95
Pirangut,2,1275,2,76
Prabhat Road,3,1787,3,120
Pune Railway Station,5,1730,5,75
Rasta Peth,2,1320,2,110
Raviwar Peth,3,1692,3,108
Sadashiv Peth,3,1400,3,69
Sahakar Nagar,2,1115,2,50
Salunke Vihar,2,1370,2,56
Sasson Road,3,1602,3,56
Satara Road,1,793,1,40
Senapati Bapat Road,1,675,1,35
Shivaji Nagar,2,1050,2,43
Shukrawar Peth,2,1035,2,42.5
Sinhagad Road,3,1200,2,44
Somwar Peth,3,1800,3,128
Swargate,3,1625,3,70
Tilak Road,2,1032,2,31.99
Uruli Devachi,3,1496,2,71.81
Vadgaon Budruk,2,1100,2,38
Wadgaon Sheri,3,1500,3,50
Viman Nagar,2,1125,2,32.63
Vishrant Wadi,3,1555,3,73
Wagholi,2,1025,2,42
Wakadewadi,3,1482,2,83.73
Wanowrie,3,1630,2,130
Warje,2,900,2,44.5
Yerawada,3,1355,2,75
Ambegaon Budruk,2,1200,2,45
Anandnagar,3,1563,3,63
Aundh,4,1344,4,84
Balaji Nagar,2,812,2,42
Baner,2,1200,2,70
Bhandarkar Road,2,1360,2,101
Bhavani Peth,3,1835,3,88
Bibvewadi,3,1756,3,110
Bopodi,3,1296,2,51.83
Budhwar Peth,2,1300,2,75
Bund Garden Road,2,1141,2,50
Camp,3,1270,2,50.79
Chandan Nagar,2,1210,2,55
Dapodi,2,1310,2,67
Deccan Gymkhana,5,1356,5,139
Dehu Road,3,1187,2,55.195
Dhankawadi,3,1745,3,140
Dhayari Phata,5,1200,5,125
Dhole Patil Road,2,1050,2,37
Fatima Nagar,2,1140,2,34
Fergusson College Road,2,1210,2,54
Ganesh Peth,3,2035,3,142
Ganeshkhind,1,633,1,17.09
Ghorpade Peth,1,485,1,19.5
Ghorpadi,2,1112,2,40
Gokhale Nagar,2,1200,2,82
Gultekdi,3,2275,4,187
Guruwar peth,3,1419,3,85
Hadapsar,2,1195,2,42.4
Hingne Khurd,2,1047,2,91
Jangali Maharaj Road,3,1884,4,117
Karve Nagar,2,905,2,58
Karve Road,3,1500,2,108
Kasba Peth,1,850,1,50
Katraj,2,1125,2,32.49
Khadaki,2,1165,2,59.8
Khadki,2,933,2,55
Kharadi,3,1305,2,77
Kondhwa,2,1125,2,65
Kondhwa Budruk,2,865,2,33
Kondhwa Khurd,3,1245,3,66
Kothrud,3,1145,2,60
Law College Road,3,2000,3,90
Laxmi Road,1,625,1,43.68
Lulla Nagar,3,1724,3,128
Mangalwar peth,3,1270,2,54
Manik Bagh,3,1250,3,39.5
Market yard,3,1485,3,72
Model colony,2,823,2,80
Mukund Nagar,2,990,2,50
Mundhawa,3,1200,2,66
Nagar Road,2,1185,2,59
Nana Peth,2,1140,2,78
Narayan Peth,3,1950,4,120
Narayangaon,3,1756,3,125
Padmavati,1,520,1,14.04
Parvati Darshan,2,1025,2,48
Pashan,2,1216,2,72
Paud Road,2,1026,2,60.8
Pune Railway Station,3,1411,2,60
Rasta Peth,3,1320,2,39.6
Raviwar Peth,2,1320,2,50
Sahakar Nagar,3,1804,3,155
Salunke Vihar,2,1140,2,46
Sasson Road,4,1200,4,105
Satara Road,4,2375,4,189
Senapati Bapat Road,3,1750,3,120
Shivaji Nagar,2,1152,2,55
Shukrawar Peth,2,965,2,54
Sinhagad Road,3,1684,3,120
Somwar Peth,3,1672,3,86
Swargate,2,1075,2,60
Tilak Road,3,1500,5,95
Uruli Devachi,3,1464,3,56
Vadgaon Budruk,2,1420,2,99.26
Wadgaon Sheri,2,750,2,40
Viman Nagar,2,1169,2,64.08
Vishrant Wadi,3,1290,2,62
Wagholi,2,1160,2,40.6
Wanowrie,3,1500,3,70
Warje,3,1850,3,180
Yerawada,3,1300,3,46
Alandi Road,3,1310,2,37.84
Anandnagar,3,2150,3,170
Aundh Road,3,1300,2,69
Balaji Nagar,3,1875,2,110
Baner,3,1260,2,82
Baner road,5,2500,4,100
Bhandarkar Road,2,1241,2,64
Bhavani Peth,2,1025,2,45.5
Bopodi,2,1070,2,60
Budhwar Peth,2,815,2,40
Bund Garden Road,3,2000,3,105
Chandan Nagar,4,1740,4,175
Deccan Gymkhana,2,1216,2,70
Dehu Road,3,2200,2,190
Dhayari Phata,6,970,6,105
Erandwane,2,1200,2,62
Fatima Nagar,2,1026,2,50.18
